Name,Positions,Age,OVA,Potential,Team,Contract,Value,Wage,Total
Altimira,RB,21,60,70,FC Andorra,2021 ~ 2023,€525K,€900,1368
M. Eerdhuijzen,CB,21,64,73,Sparta Rotterdam,2022 ~ 2025,€1.2M,€2K,1406
B. Plat,CB,22,62,69,FC Volendam,2019 ~ 2024,€750K,€1K,1361
L. Zeefuik,ST,17,57,74,FC Volendam,2021 ~ 2024,€400K,€500,1358
G. Oristanio,CAM,19,64,78,FC Volendam,"Jun 30, 2023 On Loan",€1.4M,€7K,1669
M. Feil,RM,27,62,62,SV Elversberg,2018 ~ 2023,€425K,€600,1563
T. Baldanzi,CAM,19,66,80,Empoli,2021 ~ 2023,€2M,€2K,1677
E. Shikavka,ST,29,63,63,Korona Kielce,2022 ~ 2023,€475K,€1K,1571
A. Buttaro,CB,19,55,68,Palermo,2021 ~ 2025,€275K,€500,1282
A. Silipo,RW,21,67,76,Palermo,2020 ~ 2024,€2.3M,€2K,1650
Jota Silva,RW,22,70,79,Vitória de Guimarães,2022 ~ 2025,€3.6M,€6K,1743
Derick Poloni,LB,28,69,69,Casa Pia,2020 ~ 2022,€1.3M,€3K,1872
J. Baas,LM,20,65,74,Excelsior,2020 ~ 2023,€1.6M,€2K,1759
Alexsandro Ribeiro,CB,22,67,76,LOSC Lille,2022 ~ 2026,€2.1M,€8K,1492
F. Buonanotte,CAM,17,65,78,Rosario Central,2020 ~ 2023,€1.6M,€550,1532
D. Douděra,RB,24,72,77,SK Slavia Praha,2022 ~ 2025,€3.3M,€750,1897
K. Daněk,CAM,19,67,78,AC Sparta Praha,2022 ~ 2027,€2.2M,€500,1585
J. Mejdr,RB,27,71,72,AC Sparta Praha,2022 ~ 2027,€2M,€650,1746
S. Ltaief,LM,22,66,74,FC Basel 1893,2022 ~ 2026,€1.9M,€5K,1607
J. Gauto,LM,18,63,78,Club Atlético Huracán,2022 ~ 2025,€1.1M,€1K,1543
E. Attipoe,RB,22,60,70,Albacete BP,2022 ~ 2026,€525K,€1K,1445
Fran Álvarez,CAM,24,61,67,Albacete BP,2021 ~ 2023,€525K,€1K,1578
Dani González,ST,20,60,75,Albacete BP,2021 ~ 2025,€600K,€1K,1378
Del Moral,CDM,21,61,71,Villarreal Club de Fútbol B,2021 ~ 2024,€700K,€950,1576
J. Taylor,ST,19,54,70,Peterborough United,2021 ~ 2024,€275K,€1K,1308
F. Katelaris,CB,25,68,74,KV Oostende,2022 ~ 2025,€1.7M,€5K,1597
R. Ríos Novo,GK,20,58,69,Atlanta United,2019 ~ 2023,€375K,€650,832
E. Uzunhan,CB,21,55,64,Beşiktaş JK,2022 ~ 2027,€275K,€4K,1290
I. Lomami,RB,18,65,78,Olympique Lyonnais,2022 ~ 2025,€1.6M,€4K,1690
L. Díaz,RW,24,67,71,Independiente del Valle,2022 ~ 2024,€1.5M,€500,1704
M. Larsen,CM,18,53,73,Brøndby IF,2022 ~ 2023,€250K,€800,1528
B. Kvist,CAM,17,55,73,Brøndby IF,2022 ~ 2025,€325K,€500,1448
K. Spadanuda,LM,25,69,72,AC Ajaccio,2022 ~ 2025,€1.8M,€9K,1706
T. Kastanaras,ST,19,62,78,VfB Stuttgart,2022 ~ 2025,€1M,€3K,1486
B. Miovski,ST,23,64,73,Aberdeen,2022 ~ 2026,€1.3M,€2K,1528
J. Heekeren,GK,21,63,72,FC Schalke 04,2022 ~ 2025,€925K,€2K,1054
Léo Scienza,LW,23,63,69,1. FC Magdeburg,2022 ~ 2027,€750K,€3K,1630
T. Stappmann,CB,22,62,70,1. FC Magdeburg,2022 ~ 2027,€825K,€2K,1472
M. Wenig,CAM,18,62,80,Eintracht Frankfurt,2022 ~ 2025,€1M,€2K,1610
A. Bolyki,LM,27,63,63,Hallescher FC,2022 ~ 2024,€500K,€1K,1648
E. Omić,CDM,19,62,76,RZ Pellets Wolfsberger AC,2022 ~ 2025,€900K,€2K,1610
L. Sadílek,CM,26,72,75,AC Sparta Praha,2022 ~ 2027,€3M,€850,1891
P. Sequeira,GK,23,61,68,CD Lugo,2022 ~ 2025,€550K,€1K,1023
Jair Tavares,LM,21,65,74,Hibernian,2022 ~ 2026,€1.6M,€2K,1623
I. Monterisi,CB,20,62,76,Frosinone,"Jun 30, 2023 On Loan",€900K,€2K,1346
Cadu,RM,24,72,75,FC Viktoria Plzeň,2022 ~ 2025,€3.2M,€700,1941
A. Bettaieb,ST,25,66,71,Ümraniyespor,2022 ~ 2023,€1.3M,€5K,1530
S. Panada,CDM,20,64,74,Modena,2019 ~ 2023,€1.2M,€700,1753
S. Diakité,CB,22,65,71,Ternana,2021 ~ 2025,€1M,€1K,1521
M. Biondic,ST,18,56,72,Sportclub Verl,2022 ~ 2023,€375K,€500,1336
F. Israel,GK,22,67,79,Sporting CP,2022 ~ 2027,€2.2M,€3K,972
V. Zumberi,CB,19,58,73,Hamburger SV,2022 ~ 2024,€450K,€1K,1280
M. Trusa,ST,21,64,72,FC Viktoria Plzeň,2022 ~ 2026,€1.3M,€500,1489
D. Fila,ST,19,68,74,SK Slavia Praha,2022 ~ 2026,€1.9M,€500,1606
D. Jurásek,LB,21,71,77,SK Slavia Praha,2022 ~ 2026,€2.8M,€550,1896
L. Morales,RB,22,66,73,Cerro Largo Fútbol Club,2022 ~ 2022,€1.6M,€500,1780
F. Díaz,CM,21,62,74,Vélez Sarsfield,2022 ~ 2024,€975K,€2K,1655
R. Garro,CAM,24,68,75,Club Atlético Talleres,2022 ~ 2025,€2.4M,€6K,1692
L. Pászka,LB,26,67,69,Ferencvárosi TC,2022 ~ 2023,€1.2M,€500,1652
N. Valentini,CB,21,65,77,Club Atlético Aldosivi,"Dec 31, 2022 On Loan",€1.7M,€3K,1525
C. Whelan,ST,22,59,68,UCD AFC,2020 ~ 2022,€500K,€500,1558
I. Leguizamón,RW,19,63,77,San Lorenzo de Almagro,2018 ~ 2024,€1.1M,€2K,1597
22 P. Quispe,CAM,19,63,73,Club Universitario de Deportes,2021 ~ 2025,€1M,€500,1708
F. Faerron,CB,21,58,69,Hamarkameratene,2019 ~ 2025,€425K,€550,1484
L. Holík,RB,24,70,73,FC Viktoria Plzeň,2022 ~ 2023,€2M,€500,1779
Eduardo Santos,CB,24,72,76,SK Slavia Praha,2022 ~ 2026,€3M,€750,1705
Kim Ji Soo,CB,17,59,79,Seongnam FC,2022 ~ 2027,€575K,€500,1248
V. Gómez,CB,19,67,82,Vélez Sarsfield,2022 ~ 2024,€2.3M,€2K,1539
N. Allen,LB,18,56,75,Inter Miami CF,2022 ~ 2022,€350K,€500,1415
K. Arriaga,CDM,24,67,72,Minnesota United FC,2022 ~ 2023,€1.4M,€2K,1668
G. Marks,GK,22,53,61,Charlotte FC,2022 ~ 2022,€180K,€800,891
B. Yıldırım,ST,19,59,70,Atakaş Hatayspor,2021 ~ 2024,€500K,€2K,1443
D. Kanu,ST,17,52,72,Charlton Athletic,2021 ~ 2024,€220K,€500,1291
O. Sławiński,ST,17,54,77,Zagłębie Lubin,2021 ~ 2027,€350K,€500,1346
Tomás Mendes,CM,17,60,72,Deportivo Alavés,2021 ~ 2023,€550K,€500,1497
22 Isra García,CAM,17,58,71,AD Alcorcón,2021 ~ 2022,€475K,€500,1644
F. Etim,ST,20,62,77,FC Vizela,2021 ~ 2025,€975K,€1K,1431
X. Martlé,CAM,18,58,76,KSV Cercle Brugge,2021 ~ 2023,€525K,€850,1413
S. Trimboli,CM,20,56,70,U.C. Sampdoria,2021 ~ 2024,€350K,€2K,1566
A. Osorio,ST,20,65,78,Vélez Sarsfield,2022 ~ 2023,€1.7M,€3K,1574
R. Shein,CM,18,64,77,FC Utrecht,2022 ~ 2025,€1.4M,€1K,1697
P. Szappanos,GK,31,65,65,,Free,€0,€0,1009
M. Dekker,CB,18,61,77,AZ Alkmaar,2020 ~ 2026,€775K,€500,1444
L. van Gelderen,RB,21,64,73,FC Groningen,2022 ~ 2026,€1.3M,€2K,1623
C. Egan-Riley,CB,19,63,77,Burnley,2022 ~ 2025,€1.1M,€4K,1495
22 Diego Carioca,LM,23,63,68,Jagiellonia Białystok,2021 ~ 2024,€725K,€2K,1594
J. Bångsbo,CB,19,58,75,IFK Göteborg,2022 ~ 2025,€500K,€500,1351
22 A. Cabañas,GK,18,57,76,Cruz Azul,2021 ~ 2026,€375K,€750,1089
D. Boloca,CM,23,71,78,Frosinone,2020 ~ 2025,€3.7M,€2K,1771
Y. Cohen,LW,26,64,65,Pisa,2021 ~ 2026,€700K,€1K,1613
A. Iliev,ST,27,63,64,Ascoli,2021 ~ 2023,€550K,€1K,1511
M. Maita,CM,27,65,65,Bari,2020 ~ 2024,€750K,€1K,1699
22 G. Nardelli,CB,21,63,71,Club Atlético Colón,2020 ~ 2023,€1M,€2K,1406
E. Achahuanco,RB,18,58,69,Ayacucho,2022 ~ 2024,€400K,€500,1503
D. Portilla,CM,18,63,78,Colo-Colo,2019 ~ 2024,€1.1M,€500,1701
B. Ghalidi,LW,17,56,72,Standard de Liège,2022 ~ 2023,€350K,€550,1300
F. Baschirotto,RB,25,66,70,Lecce,2022 ~ 2025,€1.1M,€5K,1746
F. Palazzino,RW,18,58,76,Ascoli,2022 ~ 2025,€525K,€500,1559
J. Erabi,ST,19,56,74,Hammarby IF,2021 ~ 2022,€375K,€800,1410
Ó. Zambrano,CDM,18,61,76,LDU Quito,2022 ~ 2024,€725K,€500,1648
V. Ostrovskyi,ST,17,58,71,CD Lugo,2022 ~ 2023,€475K,€500,1405
K. Wiethaup,CAM,16,57,71,VfL Osnabrück,2022 ~ 2024,€375K,€500,1479
E. Bovolon,CB,24,57,64,Como,2018 ~ 2023,€300K,€550,1378
M. Folorunsho,CAM,24,68,72,Bari,"Jun 30, 2023 On Loan",€1.7M,€15K,1869
N. Cambiaghi,LW,21,65,77,Empoli,"Jun 30, 2023 On Loan",€1.8M,€9K,1594
22 A. Pavlovets,CB,24,65,70,Warta Poznań,2020 ~ 2023,€975K,€1K,1445
L. Wollschläger,ST,19,60,76,Hertha BSC,2022 ~ 2023,€650K,€3K,1399
B. Aguilar,CB,19,62,76,Club Atlético Lanús,2021 ~ 2022,€875K,€1K,1418
I. Mohammad,RWB,32,67,67,,Free,€0,€0,1809
S. Al Hajri,CDM,26,63,67,,Free,€0,€0,1569
A. Livieri,GK,25,65,71,Pisa,2019 ~ 2024,€875K,€1K,995
C. Friedrich,RB,19,56,71,Brøndby IF,2022 ~ 2024,€325K,€1K,1477
R. Phillips,LM,21,66,74,9 de Octubre,2022 ~ 2022,€1.9M,€500,1719
Geny Catamo,RW,21,65,79,Sporting CP,2020 ~ 2025,€1.8M,€3K,1561
22 Iuri Tavares,LW,20,63,78,Vitória de Guimarães,2020 ~ 2024,€1.2M,€2K,1532
Villahermosa,CM,21,65,75,RCD Espanyol de Barcelona,2021 ~ 2024,€1.6M,€4K,1791
Murilo,LM,26,62,63,HJK Helsinki,2022 ~ 2023,€475K,€500,1661
G. Hall,CAM,17,53,74,Birmingham City,2021 ~ 2023,€300K,€650,1382
I. Mafi,LWB,27,59,59,FK Jerv,2020 ~ 2023,€220K,€750,1489
Willis Furtado,RW,24,63,66,FK Jerv,2021 ~ 2022,€650K,€1K,1634
22 M. Taloverov,CB,21,69,77,SK Slavia Praha,2022 ~ 2026,€2.9M,€500,1532
22 S. Major,RB,19,62,77,FC Flyeralarm Admira,2022 ~ 2024,€900K,€1K,1618
22 N. Masevo,CDM,19,58,69,Paris FC,2021 ~ 2023,€425K,€650,1525
B. Heras,GK,27,68,71,LDU Quito,2022 ~ 2022,€1.2M,€500,1063
G. Falcón,GK,25,70,75,LDU Quito,2022 ~ 2022,€1.9M,€500,1051
22 N. Zerhouni,RM,25,69,70,Al Hazem,2022 ~ 2023,€1.7M,€10K,1754
M. Adeline,CM,18,65,79,Stade de Reims,2021 ~ 2026,€1.7M,€2K,1699
V. Bichakhchyan,CAM,22,67,72,Pogoń Szczecin,2022 ~ 2025,€1.6M,€3K,1850
F. Magri,ST,22,63,71,SC Bastia,2022 ~ 2024,€1.1M,€1K,1560
A. Abdulai,CDM,19,55,69,Swansea City,2021 ~ 2023,€275K,€2K,1384
22 K. Matsuki,CM,18,62,74,FC Tokyo,2021 ~ 2023,€925K,€750,1736
22 J. Ruvalcaba,RW,19,61,73,Club Universidad Nacional,2022 ~ 2026,€775K,€2K,1520
J. Connolly,CB,20,63,73,Bristol Rovers,2022 ~ 2025,€975K,€2K,1448
P. Vaitsiakhovich,GK,32,63,63,IFK Värnamo,2019 ~ 2023,€240K,€700,1093
B. Cuello,RM,24,65,70,Defensa y Justicia,2022 ~ 2022,€1.1M,€4K,1647
K. Keller,CB,21,57,69,Austin FC,2022 ~ 2022,€375K,€900,1293
T. Hume,RB,20,55,68,Sunderland,2022 ~ 2026,€300K,€2K,1441
J. Lavega,LM,17,62,77,Club Atlético River Plate,2022 ~ 2023,€900K,€500,1478
J. Rich-Baghuelou,CB,22,61,69,Accrington Stanley,2022 ~ 2023,€700K,€900,1453
Eliton Júnior,CAM,24,60,67,Varbergs BoIS FC,2022 ~ 2025,€500K,€600,1431
O. Uddenäs,RW,19,64,76,BK Häcken,2022 ~ 2025,€1.4M,€1K,1489
Javi Guerra,CM,19,63,80,Valencia CF,2021 ~ 2024,€1.2M,€4K,1661
F. Bassey,ST,23,67,73,Ferencvárosi TC,2022 ~ 2024,€1.6M,€500,1682
W. Ramírez,GK,18,58,70,Barcelona Sporting Club,2021 ~ 2024,€400K,€500,918
C. Çanak,LM,17,58,75,Standard de Liège,2021 ~ 2024,€500K,€500,1516
A. Greive,ST,23,61,66,St. Mirren,2022 ~ 2024,€500K,€1K,1457
N. Stevanović,CB,23,65,72,FC Ingolstadt 04,2022 ~ 2024,€1.3M,€2K,1352
J. Fazzini,CM,19,61,79,Empoli,2020 ~ 2024,€850K,€1K,1670
J. Arbio,GK,19,57,74,Club Atlético River Plate,2019 ~ 2023,€375K,€500,872
Friaza,ST,20,59,72,Elche CF,2021 ~ 2023,€550K,€3K,1454
Jeimes Menezes,GK,21,63,73,FC Paços de Ferreira,2020 ~ 2024,€925K,€1K,946
B. Pereira,RB,19,61,79,AJ Auxerre,2022 ~ 2025,€825K,€2K,1526
22 A. Sidibe,CM,19,61,76,Atalanta,2019 ~ 2024,€775K,€4K,1633
22 T. De Nipoti,CF,17,60,80,Atalanta,2022 ~ 2026,€675K,€1K,1497
M. Angulo,CDM,20,60,73,Independiente del Valle,2020 ~ 2023,€550K,€500,1573
F. Londoño,ST,21,65,72,River Plate,2021 ~ 2024,€1.5M,€4K,1631
22 Jung Ho Yeon,CM,20,45,53,GwangJu FC,2022 ~ 2026,€100K,€550,1243
V. Dubinchak,LB,24,70,75,Dynamo Kyiv,2017 ~ 2023,€2.2M,€500,1821
F. Mihaljević,ST,30,56,56,Finn Harps,2022 ~ 2022,€140K,€500,1368
T. Altıkardeş,CB,18,60,76,Trabzonspor,2022 ~ 2026,€600K,€1K,1534
G. Álvarez,CB,22,70,80,Getafe CF,2021 ~ 2023,€3.3M,€11K,1526
C. Kavanagh,ST,18,58,76,Middlesbrough,2020 ~ 2023,€525K,€2K,1411
22 David Amigo,LM,18,60,76,CF Fuenlabrada,2021 ~ 2022,€625K,€500,1505
L. Lozano,RB,23,70,77,Club Nacional de Football,2022 ~ 2023,€3M,€500,1836
I. Tapia,CAM,23,69,77,Barracas Central,2015 ~ 2022,€3.1M,€5K,1844
22 L. Warrington,CM,18,59,69,Tranmere Rovers,"Jun 30, 2022 On Loan",€475K,€4K,1640
J. Bakke,CM,18,56,72,Molde FK,2022 ~ 2024,€350K,€500,1527
S. Ostrzinski,GK,18,56,75,Borussia Dortmund II,2021 ~ 2023,€325K,€500,866
Patrick Machado,CAM,23,62,69,Santa Clara,2022 ~ 2024,€800K,€1K,1558
D. Kasius,RWB,19,62,75,Bologna,2022 ~ 2026,€900K,€3K,1577
22 F. Heiselberg,ST,18,58,73,FC Midtjylland,2021 ~ 2026,€475K,€2K,1475
S. Nwankwo,ST,18,61,76,Mjällby AIF,2022 ~ 2024,€775K,€500,1533
I. Laquintana,RM,23,67,74,Club Atlético Peñarol,2021 ~ 2023,€2M,€500,1586
F. Alcedo,CB,19,57,72,Club Sporting Cristal,2020 ~ 2023,€375K,€500,1325
22 C. Flores,CDM,20,60,69,Club Universitario de Deportes,2021 ~ 2022,€500K,€500,1597
22 P. Bennevendo,RB,21,61,69,Club Universidad Nacional,2021 ~ 2025,€700K,€2K,1517
22 E. Mbinga,CAM,20,60,71,PEC Zwolle,2021 ~ 2022,€550K,€1K,1574
N. Bassette,ST,17,56,79,Stade Malherbe Caen,2021 ~ 2025,€450K,€500,1348
22 G. Larios,RW,19,60,70,Club Universitario de Deportes,2021 ~ 2023,€525K,€500,1618
22 J. Uzeda,LM,18,61,75,Club Bolívar,2022 ~ 2022,€750K,€500,1560
L. Skraback,LM,19,61,72,Borussia Mönchengladbach,2021 ~ 2024,€700K,€3K,1595
22 J. Wilson-Esbrand,LB,18,59,77,Manchester City,2021 ~ 2027,€550K,€4K,1482
R. Ciervo,RW,21,61,72,Frosinone,"Jun 30, 2023 On Loan",€725K,€4K,1504
22 K. Kalua,RB,21,59,63,,Free,€0,€0,1544
M. Prost,ST,33,68,68,Club The Strongest,2022 ~ 2022,€775K,€600,1701
D. Mazou-Sacko,CM,17,58,76,ESTAC Troyes,2022 ~ 2025,€500K,€500,1575
22 A. Gabriel,RB,20,64,74,AC Sparta Praha,2021 ~ 2023,€1.2M,€500,1565
Dali,CAM,22,62,73,Racing Santander,2022 ~ 2023,€900K,€2K,1627
H. Birtwistle,RWB,18,55,72,Wolverhampton Wanderers,2021 ~ 2023,€300K,€2K,1503
22 F. Batista,ST,22,60,69,Club Necaxa,2021 ~ 2025,€550K,€2K,1432
22 Kortajarena,CAM,20,62,76,Real Sociedad B,2019 ~ 2022,€950K,€1K,1610
J. Thompson,LW,17,59,74,Colo-Colo,2021 ~ 2024,€525K,€500,1395
M. Akliouche,CAM,20,65,80,AS Monaco,2020 ~ 2025,€1.7M,€8K,1597
F. Lemaréchal,CM,18,63,80,AS Monaco,2021 ~ 2024,€1.2M,€3K,1680
22 E. Ayón,ST,20,60,69,Club Tijuana,2021 ~ 2024,€550K,€3K,1438
E. Sihlaroglu,CM,16,57,77,Karlsruher SC,2021 ~ 2026,€450K,€500,1570
22 E. Çetin,GK,18,55,71,Fenerbahçe SK,2021 ~ 2024,€275K,€550,835
J. Ataupillco,LB,21,63,70,Ayacucho,2021 ~ 2022,€925K,€500,1614
H. Sohna,CDM,20,52,65,Sunderland,2021 ~ 2023,€180K,€2K,1430
22 J. Romagnoli,LW,25,69,71,Gallos Blancos de Querétaro,2022 ~ 2022,€1.7M,€6K,1842
E. Perleche,RB,21,66,73,Cienciano,2020 ~ 2022,€1.6M,€500,1687
C. Torrejón,CDM,29,66,66,Sport Boys,2019 ~ 2023,€725K,€500,1773
D. Lembikisa,RWB,18,55,72,Wolverhampton Wanderers,2021 ~ 2023,€300K,€2K,1476
22 M. De La Cruz,LB,16,59,76,LDU Quito,2021 ~ 2024,€550K,€500,1621
22 Peru Rodríguez,CB,19,63,78,Real Sociedad B,2021 ~ 2022,€1.1M,€800,1609
22 C. Wilson,RWB,17,54,65,Shrewsbury Town,2021 ~ 2022,€210K,€500,1368
22 O. Hesketh,CM,18,54,70,Wolverhampton Wanderers,2019 ~ 2023,€275K,€3K,1582
O. Tipton,CB,18,52,67,Wolverhampton Wanderers,2020 ~ 2023,€170K,€2K,1366
Álvaro Santamaría,ST,20,62,74,Real Sporting de Gijón,2021 ~ 2023,€975K,€2K,1523
T. Steward,GK,17,53,77,Portsmouth,2021 ~ 2024,€275K,€500,941
N. Carrera,CB,20,58,70,Holstein Kiel,2021 ~ 2025,€450K,€2K,1266
K. Corbett,ST,19,55,69,Peterborough United,2021 ~ 2025,€300K,€1K,1383
D. Riznyk,GK,23,68,74,,Free,€0,€0,1141
22 K. Abrefa,RB,17,56,73,Reading,2021 ~ 2024,€350K,€500,1376
Saúl Coco,CB,23,65,76,Unión Deportiva Las Palmas,2020 ~ 2025,€1.5M,€2K,1498
Dani Tasende,LB,21,63,72,Villarreal Club de Fútbol B,2020 ~ 2023,€1M,€1K,1593
F. Uviedo,RB,26,66,69,Hermanos Colmenarez,2021 ~ 2022,€1M,€500,1732
Francisco Meixedo,GK,21,64,78,FC Porto,2020 ~ 2023,€1.3M,€1K,948
W. González,RM,28,68,68,Hermanos Colmenarez,2021 ~ 2022,€1.2M,€500,1809
J. Alvarado,RM,20,59,70,Hermanos Colmenarez,2021 ~ 2022,€500K,€500,1609
César Tárrega,CB,20,63,78,Valencia CF,2021 ~ 2023,€1.1M,€4K,1520
Àlex Sala,CDM,21,64,72,Girona FC,2021 ~ 2025,€1.2M,€4K,1666
Z. Buurmeester,CM,20,62,78,AZ Alkmaar,2020 ~ 2024,€1M,€2K,1667
C. Volpato,CAM,18,64,82,Roma,2021 ~ 2024,€1.5M,€4K,1610
A. Karademir,LM,18,60,77,İttifak Holding Konyaspor,2020 ~ 2023,€625K,€1K,1507
22 M. Burstow,ST,17,57,77,Charlton Athletic,2022 ~ 2024,€450K,€500,1350
L. Plange,ST,19,66,79,Crystal Palace,2022 ~ 2025,€2M,€9K,1604
M. Olesen,CM,21,59,69,1. FC Köln,2021 ~ 2024,€500K,€3K,1545
Dani Lorenzo,CM,19,64,76,Málaga CF,2021 ~ 2024,€1.4M,€1K,1684
Vinicius Mello,ST,19,60,75,Charlotte FC,2022 ~ 2025,€600K,€900,1375
D. Edelman,CDM,19,57,73,New York Red Bulls,2021 ~ 2023,€400K,€650,1480
R. Phillips,LM,21,66,74,9 de Octubre,2022 ~ 2022,€1.9M,€500,1719
L. Jenkins,CB,19,55,69,AFC Wimbledon,2021 ~ 2023,€275K,€1K,1363
22 K. Campos,CM,18,60,72,Club América,2021 ~ 2025,€575K,€2K,1596
K. Frimpong,CDM,19,54,67,AFC Wimbledon,2021 ~ 2023,€240K,€1K,1458
Chapela,RM,23,66,74,Cádiz CF,2021 ~ 2024,€1.9M,€7K,1575
Antony,LW,20,63,78,FC Arouca,2021 ~ 2024,€1.2M,€1K,1581
22 B. Knight,RW,19,60,74,Crewe Alexandra,2019 ~ 2025,€575K,€1K,1473
Lucas Esteves,LM,22,63,68,Colorado Rapids,2022 ~ 2026,€750K,€2K,1656
E. Adams,CAM,20,56,66,Melbourne Victory,2022 ~ 2023,€325K,€1K,1457
E. Taylor,RM,19,51,65,Hartlepool United,"Jun 30, 2023 On Loan",€140K,€2K,1326
22 J. Mvuka,LW,18,62,77,FK Bodø/Glimt,2021 ~ 2025,€925K,€500,1544
D. Brekalo,CB,23,68,76,Viking FK,2021 ~ 2024,€2.5M,€2K,1542
Recasens,CB,20,61,74,RCD Espanyol de Barcelona,2020 ~ 2023,€750K,€2K,1494
Alex Rodríguez,RB,20,58,70,Getafe CF,2020 ~ 2023,€475K,€3K,1383
22 D. Remie,GK,18,55,71,Feyenoord,2021 ~ 2023,€275K,€500,892
Iturbe,GK,18,65,80,Atlético de Madrid,2021 ~ 2027,€1.4M,€950,1073
22 A. Moran,CAM,17,58,76,Brighton & Hove Albion,2021 ~ 2023,€500K,€1K,1537
22 A. Tsoungui,CB,18,60,77,Brighton & Hove Albion,2020 ~ 2023,€600K,€2K,1362
Diego Moreno,RB,20,64,75,CA Osasuna,2020 ~ 2023,€1.2M,€4K,1579
D. Nunumete,CM,20,60,71,SC Heerenveen,2019 ~ 2024,€550K,€1K,1638
Iván Romero,ST,21,60,71,Sevilla FC,2020 ~ 2024,€550K,€3K,1378
Pedro Ortiz,CM,21,60,74,Sevilla FC,2019 ~ 2025,€600K,€3K,1530
Kevin,LM,21,66,76,Gil Vicente FC,"Jun 30, 2023 On Loan",€1.9M,€2K,1597
N. Moriah-Welsh,CM,20,54,68,AFC Bournemouth,2018 ~ 2023,€250K,€5K,1519
C. Humphreys,CM,18,51,66,Ipswich Town,2021 ~ 2023,€140K,€750,1454
N. Kruth,GK,19,62,69,1. FC Magdeburg,2021 ~ 2026,€650K,€750,882
Y. Baas,LB,19,63,75,Ajax,2021 ~ 2026,€1.1M,€2K,1547
22 Moyano,CM,20,62,73,AD Alcorcón,2021 ~ 2022,€875K,€1K,1689
Diego López,ST,20,62,76,Valencia CF,2021 ~ 2024,€975K,€5K,1575
H. Camara,CB,20,62,79,En Avant de Guingamp,2020 ~ 2025,€975K,€1K,1426
22 Javi Robles,CDM,20,64,76,Unión Deportiva Almería,2019 ~ 2023,€1.3M,€2K,1666
Tiago Araújo,LW,21,67,77,Estoril Praia,2022 ~ 2025,€2.3M,€3K,1750
R. Baniya,CB,23,57,65,Fatih Karagümrük S.K.,2021 ~ 2023,€350K,€3K,1309
Alexandre Penetra,CB,20,69,80,Futebol Clube de Famalicão,2020 ~ 2025,€2.9M,€3K,1498
H. Diarra,CDM,18,58,75,RC Strasbourg Alsace,2021 ~ 2027,€500K,€1K,1515
V. Egeli,LB,18,53,72,Sandefjord Fotball,2021 ~ 2024,€230K,€500,1485
C. Bradley,RWB,18,62,80,Bolton Wanderers,"Jun 30, 2023 On Loan",€975K,€4K,1526
B. Gutiérrez,RB,20,62,75,Colo-Colo,2020 ~ 2023,€925K,€500,1479
M. Satriano,ST,21,72,81,Empoli,"Jun 30, 2023 On Loan",€5.5M,€31K,1711
Toni Fuidias,GK,21,63,75,Real Madrid CF,2021 ~ 2023,€1M,€11K,905
D. Elerewe,CB,18,56,71,Charlton Athletic,2021 ~ 2024,€300K,€550,1280
D. Lemajić,ST,28,65,65,KAA Gent,2021 ~ 2023,€725K,€7K,1479
22 M. Hancock,CB,18,56,75,Aberdeen,2021 ~ 2022,€350K,€500,1397
M. Sponsel,RB,20,62,75,Rot-Weiß Essen,"Jun 30, 2023 On Loan",€925K,€3K,1593
O. Ndah,CB,24,70,78,Orlando Pirates,2021 ~ 2024,€3.3M,€500,1707
K. Zedadka,LB,22,62,70,Napoli,2022 ~ 2024,€850K,€6K,1688
22 F. Hache,CM,17,57,70,FC Erzgebirge Aue,2021 ~ 2022,€375K,€500,1586
22 P. Nowack,LM,18,58,73,FC Erzgebirge Aue,2021 ~ 2022,€475K,€600,1618
22 S. Buer,CM,22,59,68,CF Fuenlabrada,2021 ~ 2022,€500K,€1K,1588
22 A. Guessand,CB,16,59,73,AS Nancy Lorraine,2021 ~ 2022,€475K,€500,1327
22 H. Lindley,CDM,18,57,71,Aston Villa,2020 ~ 2023,€350K,€2K,1606
T. Small,LWB,17,57,76,Port Vale,"Jun 30, 2023 On Loan",€400K,€500,1471
22 Gabri Martínez,RM,18,65,80,Girona FC,2021 ~ 2026,€1.7M,€1K,1573
E. Vergani,ST,21,64,74,US Salernitana 1919,2021 ~ 2023,€1.3M,€5K,1503
Rodrigo Valente,CAM,21,62,71,Santa Clara,2022 ~ 2024,€900K,€1K,1637
22 Alisson Safira,ST,26,68,69,Belenenses SAD,2021 ~ 2024,€1.4M,€4K,1565
22 Benny Couto,LB,17,59,74,Oldham Athletic,2020 ~ 2024,€500K,€500,1599
G. Sideras,CB,20,59,71,Panathinaikos FC,2021 ~ 2025,€500K,€500,1346
M. Divković,ST,23,62,68,Brøndby IF,2021 ~ 2026,€625K,€3K,1493
F. Schock,GK,21,61,72,VfB Stuttgart,2021 ~ 2022,€650K,€2K,883
L. Mosquera,LB,21,61,70,Deportivo La Guaira FC,2020 ~ 2022,€700K,€500,1587
L. Walta,CM,19,58,75,FC Nordsjælland,2021 ~ 2023,€525K,€1K,1500
22 V. Barco,LB,16,63,83,Boca Juniors,2020 ~ 2023,€1.3M,€500,1580
T. Leigh,CM,22,61,70,Accrington Stanley,2021 ~ 2024,€725K,€1K,1704
